" ";" ";"2012";6.3
" ";" ";"2013";5.7
" ";" ";"2014";5.6
" ";" ";"2015";5.5
"Cerklje na Gorenjskem"
" ";"Število podjetij"
" ";" ";"2011";616
" ";" ";"2012";636
" ";" ";"2013";669
" ";" ";"2014";689
" ";" ";"2015";721
" ";"Število oseb, ki delajo"
" ";" ";"2011";2686
" ";" ";"2012";2699
" ";" ";"2013";2861
" ";" ";"2014";2989
" ";" ";"2015";3146
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";376033
" ";" ";"2012";375907
" ";" ";"2013";408307
" ";" ";"2014";460504
" ";" ";"2015";495324
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";4.4
" ";" ";"2012";4.2
" ";" ";"2013";4.3
" ";" ";"2014";4.3
" ";" ";"2015";4.4
"Cerknica"
" ";"Število podjetij"
" ";" ";"2011";882
" ";" ";"2012";896
" ";" ";"2013";944
" ";" ";"2014";968
" ";" ";"2015";1007
" ";"Število oseb, ki delajo"
" ";" ";"2011";3274
" ";" ";"2012";3419
" ";" ";"2013";3521
" ";" ";"2014";3455
" ";" ";"2015";3611
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";277795
" ";" ";"2012";301913
" ";" ";"2013";321765
" ";" ";"2014";331717
" ";" ";"2015";343601
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";3.7
" ";" ";"2012";3.8
" ";" ";"2013";3.7
" ";" ";"2014";3.6
" ";" ";"2015";3.6
"Cerkno"
" ";"Število podjetij"
" ";" ";"2011";342
" ";" ";"2012";336
" ";" ";"2013";341
" ";" ";"2014";357
" ";" ";"2015";378
" ";"Število oseb, ki delajo"
" ";" ";"2011";1600
" ";" ";"2012";1542
" ";" ";"2013";1487
" ";" ";"2014";1502
" ";" ";"2015";1518
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";103174
" ";" ";"2012";102295
" ";" ";"2013";93278
" ";" ";"2014";87714
" ";" ";"2015";90756
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";4.7
" ";" ";"2012";4.6
" ";" ";"2013";4.4
" ";" ";"2014";4.2
" ";" ";"2015";4.0
"Cerkvenjak"
" ";"Število podjetij"
" ";" ";"2011";88
" ";" ";"2012";94
" ";" ";"2013";94
" ";" ";"2014";99
" ";" ";"2015";99
" ";"Število oseb, ki delajo"
" ";" ";"2011";246
" ";" ";"2012";252
" ";" ";"2013";252
" ";" ";"2014";276
" ";" ";"2015";278
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";11543
" ";" ";"2012";11444
" ";" ";"2013";12360
" ";" ";"2014";13665
" ";" ";"2015";13649
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";2.8
" ";" ";"2012";2.7
" ";" ";"2013";2.7
" ";" ";"2014";2.8
" ";" ";"2015";2.8
"Cirkulane"
" ";"Število podjetij"
" ";" ";"2011";95
" ";" ";"2012";95
" ";" ";"2013";91
" ";" ";"2014";98
" ";" ";"2015";94
" ";"Število oseb, ki delajo"
" ";" ";"2011";227
" ";" ";"2012";239
" ";" ";"2013";288
" ";" ";"2014";281
" ";" ";"2015";287
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";10482
" ";" ";"2012";10784
" ";" ";"2013";11174
" ";" ";"2014";11258
" ";" ";"2015";11241
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";2.4
" ";" ";"2012";2.5
" ";" ";"2013";3.2
" ";" ";"2014";2.9
" ";" ";"2015";3.1
"Èrenšovci"
" ";"Število podjetij"
" ";" ";"2011";222
" ";" ";"2012";230
" ";" ";"2013";226
" ";" ";"2014";235
" ";" ";"2015";231
" ";"Število oseb, ki delajo"
" ";" ";"2011";764
" ";" ";"2012";712
" ";" ";"2013";669
" ";" ";"2014";703
" ";" ";"2015";683
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";41631
" ";" ";"2012";37949
" ";" ";"2013";34312
" ";" ";"2014";34768
" ";" ";"2015";38216
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";3.4
" ";" ";"2012";3.1
" ";" ";"2013";3.0
" ";" ";"2014";3.0
" ";" ";"2015";3.0
"Èrna na Koroškem"
" ";"Število podjetij"
" ";" ";"2011";169
" ";" ";"2012";165
" ";" ";"2013";172
" ";" ";"2014";167
" ";" ";"2015";171
" ";"Število oseb, ki delajo"
" ";" ";"2011";677
" ";" ";"2012";674
" ";" ";"2013";679
" ";" ";"2014";676
" ";" ";"2015";677
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";69202
" ";" ";"2012";64767
" ";" ";"2013";72982
" ";" ";"2014";76211
" ";" ";"2015";82561
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";4.0
" ";" ";"2012";4.1
" ";" ";"2013";3.9
" ";" ";"2014";4.0
" ";" ";"2015";4.0
"Èrnomelj"
" ";"Število podjetij"
" ";" ";"2011";897
" ";" ";"2012";919
" ";" ";"2013";977
" ";" ";"2014";1007
" ";" ";"2015";1016
" ";"Število oseb, ki delajo"
" ";" ";"2011";3986
" ";" ";"2012";3372
" ";" ";"2013";3273
" ";" ";"2014";3194
" ";" ";"2015";3082
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";283384
" ";" ";"2012";253657
" ";" ";"2013";229448
" ";" ";"2014";202254
" ";" ";"2015";193849
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";4.4
" ";" ";"2012";3.7
" ";" ";"2013";3.4
" ";" ";"2014";3.2
" ";" ";"2015";3.0
"Destrnik"
" ";"Število podjetij"
" ";" ";"2011";110
" ";" ";"2012";122
" ";" ";"2013";127
" ";" ";"2014";137
" ";" ";"2015";146
" ";"Število oseb, ki delajo"
" ";" ";"2011";284
" ";" ";"2012";291
" ";" ";"2013";350
" ";" ";"2014";319
" ";" ";"2015";334
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";17023
" ";" ";"2012";18467
" ";" ";"2013";18838
" ";" ";"2014";19088
" ";" ";"2015";19205
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";2.6
" ";" ";"2012";2.4
" ";" ";"2013";2.8
" ";" ";"2014";2.3
" ";" ";"2015";2.3
"Divaèa"
" ";"Število podjetij"
" ";" ";"2011";281
" ";" ";"2012";285
" ";" ";"2013";296
" ";" ";"2014";316
" ";" ";"2015";333
" ";"Število oseb, ki delajo"
" ";" ";"2011";539
" ";" ";"2012";510
" ";" ";"2013";519
" ";" ";"2014";540
" ";" ";"2015";555
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";31798
" ";" ";"2012";33011
" ";" ";"2013";44325
" ";" ";"2014";52722
" ";" ";"2015";57496
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";1.9
" ";" ";"2012";1.8
" ";" ";"2013";1.8
" ";" ";"2014";1.7
" ";" ";"2015";1.7
"Dobje"
" ";"Število podjetij"
" ";" ";"2011";60
" ";" ";"2012";61
" ";" ";"2013";67
" ";" ";"2014";72
" ";" ";"2015";71
" ";"Število oseb, ki delajo"
" ";" ";"2011";126
" ";" ";"2012";133
" ";" ";"2013";138
" ";" ";"2014";146
" ";" ";"2015";146
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";20840
" ";" ";"2012";20495
" ";" ";"2013";21005
" ";" ";"2014";21209
" ";" ";"2015";22748
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";2.1
" ";" ";"2012";2.2
" ";" ";"2013";2.1
" ";" ";"2014";2.0
" ";" ";"2015";2.1
"Dobrepolje"
" ";"Število podjetij"
" ";" ";"2011";246
" ";" ";"2012";252
" ";" ";"2013";266
" ";" ";"2014";269
" ";" ";"2015";277
" ";"Število oseb, ki delajo"
" ";" ";"2011";905
" ";" ";"2012";954
" ";" ";"2013";853
" ";" ";"2014";832
" ";" ";"2015";856
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";59167
" ";" ";"2012";54734
" ";" ";"2013";52186
" ";" ";"2014";52864
" ";" ";"2015";53410
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";3.7
" ";" ";"2012";3.8
" ";" ";"2013";3.2
" ";" ";"2014";3.1
" ";" ";"2015";3.1
"Dobrna"
" ";"Število podjetij"
" ";" ";"2011";106
" ";" ";"2012";102
" ";" ";"2013";121
" ";" ";"2014";124
" ";" ";"2015";132
" ";"Število oseb, ki delajo"
" ";" ";"2011";490
" ";" ";"2012";490
" ";" ";"2013";523
" ";" ";"2014";515
" ";" ";"2015";527
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";19606
" ";" ";"2012";19329
" ";" ";"2013";19965
" ";" ";"2014";21015
" ";" ";"2015";22683
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";4.6
" ";" ";"2012";4.8
" ";" ";"2013";4.3
" ";" ";"2014";4.2
" ";" ";"2015";4.0
"Dobrova - Polhov Gradec"
" ";"Število podjetij"
" ";" ";"2011";561
" ";" ";"2012";585
" ";" ";"2013";598
" ";" ";"2014";619
" ";" ";"2015";645
" ";"Število oseb, ki delajo"
" ";" ";"2011";1302
" ";" ";"2012";1381
" ";" ";"2013";1218
" ";" ";"2014";1287
" ";" ";"2015";1353
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";102256
" ";" ";"2012";113239
" ";" ";"2013";86895
" ";" ";"2014";93712
" ";" ";"2015";98186
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";2.3
" ";" ";"2012";2.4
" ";" ";"2013";2.0
" ";" ";"2014";2.1
" ";" ";"2015";2.1
"Dobrovnik/Dobronak"
" ";"Število podjetij"
" ";" ";"2011";81
" ";" ";"2012";85
" ";" ";"2013";91
" ";" ";"2014";88
" ";" ";"2015";95
" ";"Število oseb, ki delajo"
" ";" ";"2011";206
" ";" ";"2012";212
" ";" ";"2013";212
" ";" ";"2014";210
" ";" ";"2015";212
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";12647
" ";" ";"2012";15775
" ";" ";"2013";23008
" ";" ";"2014";15083
" ";" ";"2015";14106
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";2.5
" ";" ";"2012";2.5
" ";" ";"2013";2.3
" ";" ";"2014";2.4
" ";" ";"2015";2.2
"Dol pri Ljubljani"
" ";"Število podjetij"
" ";" ";"2011";423
" ";" ";"2012";458
" ";" ";"2013";494
" ";" ";"2014";485
" ";" ";"2015";517
" ";"Število oseb, ki delajo"
" ";" ";"2011";1080
" ";" ";"2012";1159
" ";" ";"2013";1262
" ";" ";"2014";1271
" ";" ";"2015";1388
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";183912
" ";" ";"2012";180454
" ";" ";"2013";185739
" ";" ";"2014";191709
" ";" ";"2015";198471
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";2.6
" ";" ";"2012";2.5
" ";" ";"2013";2.6
" ";" ";"2014";2.6
" ";" ";"2015";2.7
"Dolenjske Toplice"
" ";"Število podjetij"
" ";" ";"2011";189
" ";" ";"2012";198
" ";" ";"2013";211
" ";" ";"2014";225
" ";" ";"2015";227
" ";"Število oseb, ki delajo"
" ";" ";"2011";408
" ";" ";"2012";413
" ";" ";"2013";430
" ";" ";"2014";451
" ";" ";"2015";477
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";20525
" ";" ";"2012";21100
" ";" ";"2013";24117
" ";" ";"2014";25151
" ";" ";"2015";25263
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";2.2
" ";" ";"2012";2.1
" ";" ";"2013";2.0
" ";" ";"2014";2.0
" ";" ";"2015";2.1
"Domžale"
" ";"Število podjetij"
" ";" ";"2011";3127
" ";" ";"2012";3222
" ";" ";"2013";3294
" ";" ";"2014";3448
" ";" ";"2015";3623
" ";"Število oseb, ki delajo"
" ";" ";"2011";10479
" ";" ";"2012";10287
" ";" ";"2013";10047
" ";" ";"2014";10342
" ";" ";"2015";10645
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";1073026
" ";" ";"2012";1075256
" ";" ";"2013";1071795
" ";" ";"2014";1174536
" ";" ";"2015";1218254
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";3.4
" ";" ";"2012";3.2
" ";" ";"2013";3.1
" ";" ";"2014";3.0
" ";" ";"2015";2.9
"Dornava"
" ";"Število podjetij"
" ";" ";"2011";157
" ";" ";"2012";153
" ";" ";"2013";153
" ";" ";"2014";152
" ";" ";"2015";164
" ";"Število oseb, ki delajo"
" ";" ";"2011";725
" ";" ";"2012";743
" ";" ";"2013";826
" ";" ";"2014";728
" ";" ";"2015";722
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";29463
" ";" ";"2012";30599
" ";" ";"2013";29069
" ";" ";"2014";27378
" ";" ";"2015";26759
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";4.6
" ";" ";"2012";4.9
" ";" ";"2013";5.4
" ";" ";"2014";4.8
" ";" ";"2015";4.4
"Dravograd"
" ";"Število podjetij"
" ";" ";"2011";625
" ";" ";"2012";603
" ";" ";"2013";629
" ";" ";"2014";648
" ";" ";"2015";653
" ";"Število oseb, ki delajo"
" ";" ";"2011";2625
" ";" ";"2012";2548
" ";" ";"2013";2373
" ";" ";"2014";2312
" ";" ";"2015";2301
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";240825
" ";" ";"2012";209641
" ";" ";"2013";203420
" ";" ";"2014";198227
" ";" ";"2015";192210
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";4.2
" ";" ";"2012";4.2
" ";" ";"2013";3.8
" ";" ";"2014";3.6
" ";" ";"2015";3.5
"Duplek"
" ";"Število podjetij"
" ";" ";"2011";416
" ";" ";"2012";423
" ";" ";"2013";437
" ";" ";"2014";442
" ";" ";"2015";457
" ";"Število oseb, ki delajo"
" ";" ";"2011";812
" ";" ";"2012";844
" ";" ";"2013";848
" ";" ";"2014";847
" ";" ";"2015";882
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";39022
" ";" ";"2012";38153
" ";" ";"2013";39747
" ";" ";"2014";45693
" ";" ";"2015";47884
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";2.0
" ";" ";"2012";2.0
" ";" ";"2013";1.9
" ";" ";"2014";1.9
" ";" ";"2015";1.9
"Gorenja vas - Poljane"
" ";"Število podjetij"
" ";" ";"2011";486
" ";" ";"2012";518
" ";" ";"2013";572
" ";" ";"2014";594
" ";" ";"2015";622
" ";"Število oseb, ki delajo"
" ";" ";"2011";1207
" ";" ";"2012";1287
" ";" ";"2013";1351
" ";" ";"2014";1415
" ";" ";"2015";1476
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";76853
" ";" ";"2012";82149
" ";" ";"2013";95101
" ";" ";"2014";99703
" ";" ";"2015";101442
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";2.5
" ";" ";"2012";2.5
" ";" ";"2013";2.4
" ";" ";"2014";2.4
" ";" ";"2015";2.4
"Gorišnica"
" ";"Število podjetij"
" ";" ";"2011";240
" ";" ";"2012";225
" ";" ";"2013";233
" ";" ";"2014";236
" ";" ";"2015";234
" ";"Število oseb, ki delajo"
" ";" ";"2011";681
" ";" ";"2012";693
" ";" ";"2013";688
" ";" ";"2014";708
" ";" ";"2015";758
" ";"Prihodek (1000 EUR)"
" ";" ";"2011";51216
" ";" ";"2012";52874
" ";" ";"2013";55634
" ";" ";"2014";56918
" ";" ";"2015";55060
" ";"Število oseb, ki delajo na podjetje v obèini"
" ";" ";"2011";2.8
" ";" ";"2012";3.1
